alias,normalized_name,company_key,relationship_type,management_type,role,designation
خالد بن عبدالرحمن بن صالح الراجحي,خالد بن عبدالرحمن بن صالح الراجحي,3030-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
خـالـد بن عبـدالرحمن بن محمـد العبـدالكـريــم,خـالـد بن عبـدالرحمن بن محمـد العبـدالكـريــم,3030-ar,board_member,board_of_directors,غير تنفيذي,أعضاء مجلس الإدارة
خالد بن عبدالرحمن بن ناصر الماجد,خالد بن عبدالرحمن بن ناصر الماجد,4326-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
خالد بن عبدالرحمن بن ناصر الماجد,خالد بن عبدالرحمن بن ناصر الماجد,4326-ar,board_shareholding,,,رئيس مجلس الإدارة
خالد بن عبدالرحمن بن ناصر الماجد,خالد بن عبدالرحمن بن ناصر الماجد,4326-en,board_shareholding,,,Chairman
خالد بن عبدالعزيز الريس,خالد بن عبدالعزيز الريس,1182-ar,board_member,board_of_directors,غير تنفيذي,أعضاء مجلس الإدارة
خالد بن عبدالعزيز بن احمد التويجري,خالد بن عبدالعزيز بن احمد التويجري,9651-ar,board_member,board_of_directors,تنفيذي,أعضاء مجلس الإدارة
خالد بن عبدالعزيز بن براهيم المانع,خالد بن عبدالعزيز بن براهيم المانع,1212-ar,board_shareholding,,,أعضاء مجلس الإدارة
خالد بن عبدالعزيز بن براهيم المانع,خالد بن عبدالعزيز بن براهيم المانع,1212-en,board_shareholding,,,Board of Directors
خالد بن عبدالعزيز بن عبدالله الجنيدل,خالد بن عبدالعزيز بن عبدالله الجنيدل,4081-ar,board_member,senior_executive,الرئيس التنفيذي,كبار التنفيذيين
خالد بن عبداللطيف حسن محمد,خالد بن عبداللطيف حسن محمد,4143-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن عبدالله الحقيل,خالد بن عبدالله الحقيل,4031-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن عبدالله السويلم,خالد بن عبدالله السويلم,4321-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن عبدالله الشامي,خالد بن عبدالله الشامي,9583-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن عبدالله بن ابراهيم المعمر,خالد بن عبدالله بن ابراهيم المعمر,7200-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
خالد بن عبدالله بن عبدالعزيز الملحم,خالد بن عبدالله بن عبدالعزيز الملحم,3092-ar,board_shareholding,,,أعضاء مجلس الإدارة
خالد بن عبدالله بن عبدالعزيز الملحم,خالد بن عبدالله بن عبدالعزيز الملحم,3092-en,board_shareholding,,,Board of Directors
خالد بن عبدالله بن عبدالعزيز الملحم,خالد بن عبدالله بن عبدالعزيز الملحم,4072-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن عبدالله محمد الشامي,خالد بن عبدالله محمد الشامي,1304-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
خالد بن علي العلياني,خالد بن علي العلياني,2350-ar,board_member,board_of_directors,غير تنفيذي,أعضاء مجلس الإدارة
خالد بن علي بن صالح الياسين,خالد بن علي بن صالح الياسين,9619-ar,board_shareholding,,,أعضاء مجلس الإدارة
خالد بن علي بن صالح الياسين,خالد بن علي بن صالح الياسين,9619-en,board_shareholding,,,Board of Directors
خالد بن عمران العمران,خالد بن عمران العمران,1050-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن قاسم البوعينين,خالد بن قاسم البوعينين,4031-ar,board_member,board_of_directors,مستقل,رئيس مجلس الإدارة
خالد بن مالك آل غالب الشريف,خالد بن مالك آل غالب الشريف,4322-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن مالك الشريف,خالد بن مالك الشريف,1050-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن محمد العمار الدوسري,خالد بن محمد العمار الدوسري,4021-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
خالد بن محمد القزلان,خالد بن محمد القزلان,4170-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن محمد القزلان,خالد بن محمد القزلان,8190-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن محمد بن ابراهيم الخضير,خالد بن محمد بن ابراهيم الخضير,4291-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
خالد بن محمد بن سليمان الطويل,خالد بن محمد بن سليمان الطويل,4161-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن محمد بن صقر الصقير,خالد بن محمد بن صقر الصقير,9571-ar,board_shareholding,,,رئيس مجلس الإدارة
خالد بن محمد بن صقر الصقير,خالد بن محمد بن صقر الصقير,9571-ar,substantial_shareholder,,,
خالد بن محمد بن صقر الصقير,خالد بن محمد بن صقر الصقير,9571-en,substantial_shareholder,,,
خالد بن محمد بن صقر الصقير,خالد بن محمد بن صقر الصقير,9571-en,board_shareholding,,,Chairman
خالد بن محمد بن علي أبا الخيل,خالد بن محمد بن علي أبا الخيل,4084-ar,board_member,board_of_directors,غير تنفيذي,أعضاء مجلس الإدارة
خالد بن محمد فقيه,خالد بن محمد فقيه,9596-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد بن هاشم الدباغ,خالد بن هاشم الدباغ,2010-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
خالد حسن عبدالكريم القحطاني,خالد حسن عبدالكريم القحطاني,9536-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
خالد حسن عبدالمحسن القحطاني,خالد حسن عبدالمحسن القحطاني,9536-ar,board_shareholding,,,رئيس مجلس الإدارة
خالد حسن عبدالمحسن القحطاني,خالد حسن عبدالمحسن القحطاني,9536-en,board_shareholding,,,Chairman
خالد حسن عبدالمحسن القحطاني,خالد حسن عبدالمحسن القحطاني,9610-ar,board_shareholding,,,أعضاء مجلس الإدارة
خالد حسن عبدالمحسن القحطاني,خالد حسن عبدالمحسن القحطاني,9610-en,board_shareholding,,,Board of Directors
خالد حسين صالح بياري,خالد حسين صالح بياري,7010-ar,board_shareholding,,,أعضاء مجلس الإدارة
خالد حسين صالح بياري,خالد حسين صالح بياري,7010-en,board_shareholding,,,Board of Directors
خالد حسين علي علي رضا,خالد حسين علي علي رضا,8190-ar,board_shareholding,,,رئيس مجلس الإدارة
خالد حسين علي علي رضا,خالد حسين علي علي رضا,8190-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
خالد حسين علي علي رضا,خالد حسين علي علي رضا,8190-en,board_shareholding,,,Chairman
خالد حمد حسن السعدون,خالد حمد حسن السعدون,9603-ar,board_member,board_of_directors,غير تنفيذي,أعضاء مجلس الإدارة
خالد داود ابراهيم بن داود,خالد بن داود ابراهيم بن داود,4161-ar,board_member,board_of_directors,غير تنفيذي,أعضاء مجلس الإدارة
خالد داود يوسف الفداغ,خالد داود يوسف الفداغ,2223-ar,board_shareholding,,,أعضاء مجلس الإدارة
خالد داود يوسف الفداغ,خالد داود يوسف الفداغ,2223-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد داود يوسف الفداغ,خالد داود يوسف الفداغ,2223-en,board_shareholding,,,Board of Directors
خالد سالم الرويس,خالد سالم الرويس,1030-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد سالم محمد الرويس,خالد سالم محمد الرويس,1030-ar,board_shareholding,,,أعضاء مجلس الإدارة
خالد سالم محمد الرويس,خالد سالم محمد الرويس,1030-en,board_shareholding,,,Board of Directors
خالد سالم محمد الرويس,خالد سالم محمد الرويس,6010-ar,board_shareholding,,,أعضاء مجلس الإدارة
خالد سالم محمد الرويس,خالد سالم محمد الرويس,6010-en,board_shareholding,,,Board of Directors
خالد سائر بن عواد الشمري,خالد سائر بن عواد الشمري,4110-ar,board_shareholding,,,أعضاء مجلس الإدارة
خالد سائر بن عواد الشمري,خالد سائر بن عواد الشمري,4110-en,board_shareholding,,,Board of Directors
خالد سائر بن عواد الشمري,خالد سائر بن عواد الشمري,9635-ar,board_shareholding,,,أعضاء مجلس الإدارة
خالد سائر بن عواد الشمري,خالد سائر بن عواد الشمري,9635-en,board_shareholding,,,Board of Directors
خالد سائر عواد الشمري,خالد سائر عواد الشمري,9635-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
خالد سعد عبدالرحمن الكنهل,خالد سعد عبدالرحمن الكنهل,1301-ar,board_shareholding,,,أعضاء مجلس الإدارة
